key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
201,"",5,3,1,1,153,"l1d1/01",200,0,0,"Mor Dhona","The Keeper of the Lake","Forecastle",49,30,"l1d1_re",True,False,False,0
202,"",5,3,2,1,154,"l1d1/02",200,0,0,"Mor Dhona","The Keeper of the Lake","Quarterdeck",49,480,"l1d1_re",True,False,False,0
203,"",5,3,3,1,155,"l1d1/03",200,0,0,"Mor Dhona","The Keeper of the Lake","Stern",49,3584,"l1d1_re",True,False,False,0
204,"",0,0,0,1,0,"s1i5/00",400,0,0,"La Noscea","Company Workshop - Mist","",-1,0,"s1i5",True,False,False,0
205,"",0,0,0,1,0,"w1i5/00",400,0,0,"Thanalan","Company Workshop - The Goblet","",-1,0,"w1i5",True,False,False,0
206,"",0,0,0,1,0,"f1i5/00",400,0,0,"The Black Shroud","Company Workshop - The Lavender Beds","",-1,0,"f1i5",True,False,False,0
207,"",0,0,0,1,0,"z1e9/00",400,0,0,"Mor Dhona","The Chrysalis","",-1,0,"z1e9",True,False,False,0
208,"",0,0,0,1,0,"default/00",100,-220,0,"Mor Dhona","The Chrysalis","",-1,0,"z1e9",True,False,False,0
209,"",0,0,0,1,0,"default/00",200,0,0,"The Black Shroud","Sanctum of the Twelve","",-1,0,"f1f2",True,True,False,0
210,"",0,0,0,1,0,"default/00",200,0,0,"The Black Shroud","Amdapor Keep","",-1,0,"f1d3",True,False,False,0
211,"",4,6,0,1,161,"r2f1/00",95,0,0,"Coerthas","Coerthas Western Highlands","",16,2147483646,"r2f1",False,False,False,0
212,"",7,3,0,1,162,"d2f1/00",95,0,0,"Dravania","The Dravanian Forelands","",11,2147483646,"d2f1",False,False,False,0
213,"",7,4,0,1,163,"d2f2/00",95,0,0,"Dravania","The Dravanian Hinterlands","",12,2147483646,"d2f2",False,False,False,0
214,"",7,5,0,1,164,"d2f3/00",95,0,0,"Dravania","The Churning Mists","",13,2147483646,"d2f3",False,False,False,0
215,"",6,2,0,1,165,"a2f1/00",95,0,0,"Abalathia's Spine","The Sea of Clouds","",14,2147483646,"a2f1",False,False,False,0
216,"",6,3,0,1,166,"a2f2/00",95,0,0,"Abalathia's Spine","Azys Lla","",15,2147483646,"a2f2",False,False,False,0
217,"",0,0,0,1,0,"w1fc/02",100,0,-690,"???","Chocobo Square","",-1,0,"w1fc_tutorial",True,False,False,0
218,"",4,2,0,1,159,"r2t1/00",200,0,0,"Coerthas","Foundation","",-1,0,"r2t1",True,False,False,0
219,"",4,3,0,1,160,"r2t2/00",200,0,0,"Coerthas","The Pillars","",-1,0,"r2t2",True,False,False,0
220,"",0,0,0,1,0,"r2e1/00",400,0,0,"Coerthas","Saint Endalim's Scholasticate","",-1,0,"r2e1",True,True,False,0
221,"",0,0,0,1,0,"r2e3/00",400,0,0,"Coerthas","Seat of the Lord Commander","",-1,0,"r2e3",True,True,False,0
222,"",0,0,0,1,0,"r2e4/00",400,0,0,"Coerthas","Fortemps Manor","",-1,0,"r2e4",True,True,False,0
223,"",0,0,0,1,389,"r2ti/00",800,0,0,"Coerthas","Cloud Nine","",-1,0,"r2ti",True,False,False,0
224,"",0,0,0,1,0,"r2e5/00",400,0,0,"Coerthas","The Lightfeather Proving Grounds","",-1,0,"r2e5",True,True,False,0
225,"",0,0,0,1,0,"r2e6/00",400,0,0,"Coerthas","Ruling Chamber","",-1,0,"r2e6",True,True,False,0
226,"",0,0,0,1,294,"d2e2/00",400,0,0,"Dravania","Sacrificial Chamber","",-1,0,"d2e2",True,True,False,0
227,"",7,6,1,1,167,"d2d1/01",200,185,51,"Dravania","Sohm Al Foothills","The South Face",51,30,"d2d1_re",True,False,False,0
228,"",7,6,2,1,168,"d2d1/02",200,-162,55,"Dravania","Sohm Al Foothills","The Veins",51,992,"d2d1_re",True,False,False,0
229,"",7,6,3,1,169,"d2d1/03",200,51,59,"Dravania","Sohm Al Foothills","Betrayal",51,15360,"d2d1_re",True,False,False,0
230,"",6,5,0,1,174,"a2d2/00",200,0,0,"Abalathia's Spine","Neverreap","",50,62,"a2d2",True,False,False,0
231,"",6,4,1,1,170,"a2d1/01",200,-18,149,"Abalathia's Spine","Aetherochemical Research Facility","Automachina Research",10,254,"a2d1_re",False,False,False,0
232,"",6,4,2,1,171,"a2d1/02",200,-18,-18,"Abalathia's Spine","Aetherochemical Research Facility","Bioweapon Research",10,32512,"a2d1_re",False,False,False,0
233,"",6,4,3,1,172,"a2d1/03",200,359,250,"Abalathia's Spine","Aetherochemical Research Facility","Autolift",10,32768,"a2d1_re",False,False,False,0
234,"",6,4,4,1,173,"a2d1/04",200,-229,-62,"Abalathia's Spine","Aetherochemical Research Facility","Triad Control",10,33488896,"a2d1_re",False,False,False,0
235,"",0,0,0,1,0,"a2fa/00",400,0,0,"Abalathia's Spine","The Limitless Blue","",-1,0,"a2fa",True,False,False,0
236,"",0,0,0,1,0,"a2fb/00",400,0,0,"Abalathia's Spine","Singularity Reactor","",-1,0,"a2fb",True,False,False,0
237,"",0,0,0,1,175,"d2a1/00",200,0,0,"Dravania","The Fist of the Father","",57,30,"d2a1",True,False,False,0
238,"",0,0,1,1,176,"d2a2/01",200,0,0,"Dravania","The Cuff of the Father","Upper Ring",58,6,"d2a2",True,False,False,0
239,"",0,0,0,1,178,"d2a3/00",200,0,0,"Dravania","The Arm of the Father","",59,62,"d2a3",True,False,False,0
240,"",0,0,0,1,179,"d2a4/00",200,0,0,"Dravania","The Burden of the Father","",-1,0,"d2a4",True,False,False,0
241,"",7,8,0,1,187,"d2d3/00",200,0,0,"Dravania","The Great Gubal Library","",55,65534,"d2d3_re",True,False,False,0
242,"",0,0,0,1,195,"s2p1/00",100,0,0,"La Noscea","Seal Rock","",-1,0,"s2p1",True,False,False,0
243,"",4,12,0,1,188,"r2d1/00",200,0,0,"Coerthas","Dusk Vigil","",52,65534,"r2d1",True,False,False,0
244,"",6,6,1,1,189,"a2d3/01",200,0,-213,"Abalathia's Spine","The Fractal Continuum","Forward Complex",53,2,"a2d3",True,False,False,0
245,"",6,6,2,1,190,"a2d3/02",200,-163,-75,"Abalathia's Spine","The Fractal Continuum","Larboard Complex",53,124,"a2d3",True,False,False,0
246,"",6,6,3,1,191,"a2d3/03",200,237,-128,"Abalathia's Spine","The Fractal Continuum","Starboard Complex",53,3968,"a2d3",True,False,False,0
247,"",6,6,4,1,192,"a2d3/04",200,0,350,"Abalathia's Spine","The Fractal Continuum","Central Complex",53,61440,"a2d3",True,False,False,0
248,"",4,13,1,1,183,"r2d2/01",200,0,0,"Coerthas","The Vault","Chantry Nave",56,126,"r2d2_re",True,False,False,0
249,"",4,13,2,1,184,"r2d2/02",200,0,0,"Coerthas","The Vault","Chantry Cloister",56,384,"r2d2_re",True,False,False,0
250,"",4,13,3,1,185,"r2d2/03",200,0,0,"Coerthas","The Vault","Inner Sanctum",56,3584,"r2d2_re",True,False,False,0
251,"",4,13,4,1,186,"r2d2/04",200,0,0,"Coerthas","The Vault","Hall of the Spear",56,28672,"r2d2_re",True,False,False,0
252,"",7,7,0,1,193,"d2d2/00",200,-40,55,"Dravania","The Aery","",54,16382,"d2d2_re",True,False,False,0
253,"",0,0,0,1,194,"d2e3/00",400,0,0,"Dravania","Matoya's Cave","",-1,0,"d2e3",True,True,False,0
254,"",0,0,0,1,173,"a2d1/04",200,-229,-322,"Abalathia's Spine","Aetherochemical Research Facility","Triad Control",10,33488896,"a2d1_re",False,False,False,0
255,"",0,0,2,1,177,"d2a2/02",200,0,0,"Dravania","The Cuff of the Father","Lower Ring",58,24,"d2a2",True,False,False,0
256,"",0,0,0,1,0,"d2fa/00",400,0,0,"Dravania","Thok ast Thok","",-1,0,"d2fa",True,False,False,0
257,"",7,2,0,1,182,"d2t1/00",400,0,0,"Dravania","Idyllshire","",-1,0,"d2t1",True,False,False,0
258,"",6,1,0,3,181,"region/05",100,0,0,"Abalathia's Spine","Abalathia's Spine","",-1,0,,True,False,False,0
259,"",7,1,0,3,180,"region/06",100,0,0,"Dravania","Dravania","",-1,0,,True,False,False,0
260,"",0,0,0,1,0,"default/00",100,0,0,"Dravania","The Gordian Knot","",-1,0,"d2e4",True,True,False,0
261,"",0,0,0,1,0,"a2e2/00",400,0,0,"Abalathia's Spine","Central Azys Lla","",-1,0,"a2e2",True,True,False,0
262,"",1,20,1,1,196,"s1d9/01",200,0,0,"La Noscea","Pharos Sirius (Hard)","Fifth & Fourth Levels",61,14,"s1d9",True,False,False,0
263,"",1,20,2,1,197,"s1d9/02",200,0,0,"La Noscea","Pharos Sirius (Hard)","Third Level",61,48,"s1d9",True,False,False,0
264,"",1,20,3,1,198,"s1d9/03",200,0,0,"La Noscea","Pharos Sirius (Hard)","Second Level",61,448,"s1d9",True,False,False,0
265,"",1,20,4,1,199,"s1d9/04",200,0,0,"La Noscea","Pharos Sirius (Hard)","First Level",61,1536,"s1d9",True,False,False,0
266,"",1,20,5,1,200,"s1d9/05",200,15,122,"La Noscea","Pharos Sirius (Hard)","Weight Chamber",61,63488,"s1d9",True,False,False,0
267,"",0,0,0,1,0,"default/00",100,0,0,"Thanalan","The Eighteenth Floor","",-1,0,"l1e2",True,True,False,0
268,"",7,10,1,1,205,"d2d4/01",200,40,6,"Dravania","Saint Mocianne's Arboretum","First Floor",62,510,"d2d4",True,False,False,0
269,"",6,7,1,1,201,"z2r1/01",200,289,0,"Abalathia's Spine","Void Ark","Upper Deck",60,502,"z2r1",True,False,False,0
270,"",6,7,2,1,202,"z2r1/02",200,289,0,"Abalathia's Spine","Void Ark","Midship Deck",60,8,"z2r1",True,False,False,0
271,"",6,7,3,1,203,"z2r1/03",200,0,0,"Abalathia's Spine","Void Ark","The Hold",60,3584,"z2r1",True,False,False,0
272,"",6,7,4,1,204,"z2r1/04",200,-289,-180,"Abalathia's Spine","Void Ark","Fo'c'sle",60,61440,"z2r1",True,False,False,0
273,"",7,10,2,1,206,"d2d4/02",200,55,-4,"Dravania","Saint Mocianne's Arboretum","The Underworks",62,3584,"d2d4",True,False,False,0
274,"",0,0,0,1,207,"a2fc/00",100,0,0,"Abalathia's Spine","","",17,134217726,"a2fc_3",False,False,False,0
275,"",0,0,0,1,207,"a2fc/00",100,0,0,"Abalathia's Spine","","",17,134217726,"a2fc_2",False,False,False,0
276,"",0,0,0,1,207,"a2fc/00",100,0,0,"Abalathia's Spine","","",17,134217726,"a2fc",False,False,False,0
277,"",7,11,1,1,212,"d2d5/01",200,0,0,"Dravania","The Antitower","Pleroma",64,126,"d2d5_re",True,False,False,0
278,"",7,11,2,1,213,"d2d5/02",200,0,0,"Dravania","The Antitower","The Lower Reaches",64,3968,"d2d5_re",True,False,False,0
279,"",7,11,3,1,214,"d2d5/03",200,0,0,"Dravania","The Antitower","The Upper Reaches",64,61440,"d2d5_re",True,False,False,0
280,"",2,18,1,1,209,"f1d8/01",200,64,315,"The Black Shroud","The Lost City of Amdapor (Hard)","Central Amdapor",63,62,"f1d8",True,False,False,0
281,"",2,18,2,1,210,"f1d8/02",200,197,325,"The Black Shroud","The Lost City of Amdapor (Hard)","Sanctum of Dreams",63,1984,"f1d8",True,False,False,0
282,"",2,18,3,1,211,"f1d8/03",200,-175,-297,"The Black Shroud","The Lost City of Amdapor (Hard)","The Crystallum",63,63488,"f1d8",True,False,False,0
283,"",0,0,0,1,0,"a2fd/00",400,0,0,"Abalathia's Spine","Containment Bay S1T7","",-1,0,"a2fd",True,False,False,0
284,"",0,0,0,1,208,"s1p4/00",200,0,0,"La Noscea","The Feasting Grounds","",-1,0,"",True,False,False,0
285,"",0,0,0,1,208,"s1p5/00",200,0,0,"La Noscea","The Feasting Grounds","",-1,0,"",True,False,False,0
286,"",0,0,0,1,215,"d2a5/00",200,0,0,"Dravania","The Fist of the Son","",65,62,"d2a5",True,False,False,0
287,"",0,0,1,1,216,"d2a6/01",200,0,0,"Dravania","The Cuff of the Son","Forward Ring",66,2,"d2a6",True,False,False,0
288,"",0,0,2,1,217,"d2a6/02",200,0,150,"Dravania","The Cuff of the Son","Rear Ring",66,124,"d2a6",True,False,False,0
289,"",0,0,0,1,218,"d2a7/00",200,-110,-170,"Dravania","The Arm of the Son","",67,62,"d2a7",True,False,False,0
290,"",0,0,0,1,219,"d2a8/00",200,0,0,"Dravania","The Burden of the Son","",-1,0,"d2a8",True,False,False,0
291,"",0,0,0,1,0,"default/00",100,0,0,"Dravania","The Midan Knot","",-1,0,"d2e4",True,True,False,0
292,"",7,12,1,1,227,"d2d6/01",200,370,0,"Dravania","Sohr Khai","An Answer of Sorrow",69,62,"d2d6_re",True,False,False,0
293,"",7,12,2,1,228,"d2d6/02",200,-370,-200,"Dravania","Sohr Khai","An Answer of Silence",69,960,"d2d6_re",True,False,False,0
294,"",7,12,3,1,229,"d2d6/03",200,-370,300,"Dravania","Sohr Khai","An Answer of Shame",69,64512,"d2d6_re",True,False,False,0
295,"",0,0,0,1,236,"w1ee/00",800,0,0,"Thanalan","The Battlehall","",-1,0,"w1ee",True,False,False,0
296,"",0,0,0,1,220,"r2p1/00",100,0,0,"Coerthas","The Fields of Glory","",-1,0,"r2p1",True,False,False,0
297,"",1,21,0,1,230,"s1da/00",200,0,0,"La Noscea","Hullbreaker Isle (Hard)","",71,8190,"s1da",True,False,False,0
298,"",5,7,1,1,221,"z2r2/01",200,-40,-40,"Mor Dhona","The Weeping City of Mhach","Yafaem Saltmoor",68,14,"z2r2",True,False,False,0
299,"",5,7,2,1,222,"z2r2/02",200,298,350,"Mor Dhona","The Weeping City of Mhach","The Weeping Ruins",68,496,"z2r2",True,False,False,0
300,"",5,7,3,1,223,"z2r2/03",200,290,-272,"Mor Dhona","The Weeping City of Mhach","Pyramid Base",68,3584,"z2r2",True,False,False,0
301,"",5,7,4,1,224,"z2r2/04",200,-272,334,"Mor Dhona","The Weeping City of Mhach","The Gloriole",68,12288,"z2r2",True,False,False,0
302,"",0,0,0,1,225,"z2r2/05",200,-288,-250,"Mor Dhona","","Twelvefold",68,16384,"z2r2",True,False,False,0
303,"",5,7,6,1,226,"z2r2/06",200,296,0,"Mor Dhona","The Weeping City of Mhach","Pyramid Peak",68,32768,"z2r2",True,False,False,0
304,"",0,0,0,1,0,"r1fe/00",400,0,0,"Coerthas","Steps of Faith","",-1,0,"r1fe",True,False,False,0
305,"",0,0,0,1,234,"a2e3/00",400,0,0,"Abalathia's Spine","The Parrock","",-1,0,"a2e3",True,True,False,0
306,"",0,0,0,1,235,"a2e4/00",800,0,0,"Abalathia's Spine","Leofard's Chambers","",-1,0,"a2e4",True,True,False,0
307,"",0,0,0,1,0,"r1e3/00",400,0,0,"Coerthas","Steps of Faith","",-1,0,"r1e3",True,True,False,0
308,"",0,0,0,1,0,"f1tg/00",400,0,0,"The Black Shroud","Twin Adder Barracks","",-1,0,"f1tg",True,True,False,0
309,"",0,0,0,1,0,"w1tg/00",400,0,0,"Thanalan","Flame Barracks","",-1,0,"w1tg",True,True,False,0
310,"",0,0,0,1,0,"s1tg/00",400,0,0,"La Noscea","Maelstrom Barracks","",-1,0,"s1tg",True,True,False,0
311,"",7,13,1,1,231,"d2d7/01",200,116,0,"Dravania","The Great Gubal Library (Hard)","Middle Floors",75,2046,"d2d7",True,False,False,0
312,"",7,13,2,1,232,"d2d7/02",200,-219,117,"Dravania","The Great Gubal Library (Hard)","Upper Floors",75,63488,"d2d7",True,False,False,0
313,"",4,14,0,1,233,"r2d3/00",200,-148,35,"Coerthas","Xelphatol","",70,32766,"r2d3_re",True,False,False,0
314,"",0,0,0,1,0,"default/00",100,0,0,"The Black Shroud","The Palace of the Dead","",-1,0,"f1e7",True,True,False,0
315,"",0,0,0,1,0,"default/00",100,0,0,"???","The Aquapolis","",-1,0,"w1c1",True,False,False,0
316,"",0,0,0,1,0,"a2ff/00",400,0,0,"Abalathia's Spine","Last Remnant","",-1,0,"z1z1",True,False,False,0
317,"",0,0,1,1,248,"f1d9/01",200,0,0,"The Black Shroud","Haunted Manor","Ground Floor",-1,0,"f1d9",True,False,False,0
318,"",0,0,2,1,247,"f1d9/02",200,0,0,"The Black Shroud","Haunted Manor","Second Floor",-1,0,"f1d9",True,False,False,0
319,"",0,0,3,1,249,"f1d9/03",200,0,0,"The Black Shroud","Haunted Manor","Cellarage",-1,0,"f1d9",True,False,False,0
320,"",0,0,0,1,237,"s1i6/00",400,0,0,"La Noscea","Topmast Apartment Lobby","",-1,0,"s1i6",True,True,False,0
321,"",0,0,0,1,238,"f1i6/00",400,0,0,"The Black Shroud","Lily Hills Apartment Lobby","",-1,0,"f1i6",True,True,False,0
322,"",0,0,0,1,239,"w1i6/00",400,0,0,"Thanalan","Sultana's Breath Apartment Lobby","",-1,0,"w1i6",True,True,False,0
323,"",0,0,0,1,0,"s1i4/00",400,0,0,"La Noscea","Topmast Apartment","",-1,0,"s1i4_2",True,False,False,0
324,"",0,0,0,1,0,"f1i4/00",400,0,0,"The Black Shroud","Lily Hills Apartment","",-1,0,"f1i4_2",True,False,False,0
325,"",0,0,0,1,0,"w1i4/00",400,0,0,"Thanalan","Sultana's Breath Apartment","",-1,0,"w1i4_2",True,False,False,0
326,"",0,0,1,1,240,"d2a9/01",200,75,14,"Dravania","Eyes of the Creator","The Tipped Ewer",72,6,"d2a9",True,False,False,0
327,"",0,0,2,1,241,"d2a9/02",200,0,358,"Dravania","Eyes of the Creator","The Cranium",72,24,"d2a9",True,False,False,0
328,"",0,0,1,1,242,"d2aa/01",200,0,-80,"Dravania","Breath of the Creator","Illuminus",73,14,"d2aa",True,False,False,0
329,"",0,0,2,1,243,"d2aa/02",200,0,-80,"Dravania","Breath of the Creator","Danglylimbs",73,16,"d2aa",True,False,False,0
330,"",0,0,1,1,244,"d2ab/01",200,0,0,"Dravania","Heart of the Creator","The Atrium",74,6,"d2ab",True,False,False,0
331,"",0,0,2,1,245,"d2ab/02",200,0,0,"Dravania","Heart of the Creator","The Ventricle",74,8,"d2ab",True,False,False,0
332,"",0,0,0,1,246,"d2ac/00",200,0,0,"Dravania","Soul of the Creator","",-1,0,"d2ac",True,False,False,0
333,"",0,0,0,1,0,"default/00",100,0,0,"Dravania","Soul of the Creator","",-1,0,"d2ac",True,False,False,0
334,"",0,0,0,1,0,"a2fe/00",400,0,0,"Abalathia's Spine","Containment Bay P1T6","",-1,0,"a2fe",True,False,False,0
335,"",0,0,0,1,250,"w1ef/00",800,0,0,"Thanalan","Frondale's Home for Friendless Foundlings","",-1,0,"w1ef",True,True,False,0
336,"",11,5,0,1,289,"e3d1/00",200,0,35,"Othard","Shisui of the Violet Tides","",81,4094,"e3d1",True,False,False,0
337,"",2,19,1,1,252,"f1da/01",200,182,32,"The Black Shroud","Baelsar's Wall","Lower Reaches",77,62,"f1da_re",True,False,False,0
338,"",2,19,2,1,253,"f1da/02",200,0,0,"The Black Shroud","Baelsar's Wall","Outer Reaches",77,64,"f1da_re",True,False,False,0
339,"",2,19,3,1,254,"f1da/03",200,-138,0,"The Black Shroud","Baelsar's Wall","Inner Reaches",77,384,"f1da_re",True,False,False,0
340,"",2,19,4,1,255,"f1da/04",200,-345,-295,"The Black Shroud","Baelsar's Wall","The Walk",77,15872,"f1da_re",True,False,False,0
341,"",0,0,0,1,0,"default/00",100,0,0,"Dravania","Heart of the Creator","",-1,0,"d2e7",True,True,False,0
342,"",0,0,0,1,245,"d2ab/02",200,0,0,"Dravania","Heart of the Creator","",74,8,"d2e7",True,True,False,0
343,"",6,8,1,1,258,"z2r3/01",200,-350,-400,"Abalathia's Spine","Dun Scaith","The <Emphasis>Lady Radlia</Emphasis>",76,14,"z2r3",True,False,False,0
344,"",6,8,2,1,259,"z2r3/02",200,100,-100,"Abalathia's Spine","Dun Scaith","Dun Scaith Ruins",76,8176,"z2r3",True,False,False,0
345,"",6,8,3,1,260,"z2r3/03",200,0,0,"Abalathia's Spine","Dun Scaith","The Crumbling Hold",76,8192,"z2r3",True,False,False,0
346,"",0,0,0,1,261,"z2r3/04",200,350,400,"Abalathia's Spine","","Hold Roof",76,16384,"z2r3",True,False,False,0
347,"",0,0,0,1,0,"z2r3/05",200,-350,400,"Abalathia's Spine","","Unwhere",-1,0,"z2r3",True,False,False,0
348,"",0,0,0,1,251,"f1p1/00",200,0,0,"The Black Shroud","Lichenweed","",-1,0,"",True,False,False,0
349,"",0,0,0,1,251,"f1p2/00",200,0,0,"The Black Shroud","Lichenweed","",-1,0,"",True,False,False,0
350,"",7,14,1,1,262,"d2d8/01",200,128,-32,"Dravania","Sohm Al (Hard)","Betrayal",78,30,"d2d8",True,False,False,0
351,"",7,14,2,1,263,"d2d8/02",200,-256,-192,"Dravania","Sohm Al (Hard)","The Veins",78,992,"d2d8",True,False,False,0
352,"",7,14,3,1,264,"d2d8/03",200,-192,192,"Dravania","Sohm Al (Hard)","The Heart",78,15360,"d2d8",True,False,False,0
353,"",0,0,0,1,0,"a2fg/00",400,0,0,"Abalathia's Spine","Containment Bay Z1T9","",-1,0,"a2fg",True,False,False,0
354,"",11,3,0,1,282,"e3f2/00",100,0,0,"Othard","Yanxia","",22,2147483646,"e3f2",False,False,False,0
355,"",0,0,0,1,0,"l1e3/00",400,0,0,"Mor Dhona","Omega Control","",-1,0,"l1e3",True,True,False,0
356,"",0,0,0,1,257,"a2fh/00",100,0,0,"Abalathia's Spine","","",17,134217726,"a2fh_2",False,False,False,0
357,"",0,0,0,1,265,"l1p1/00",100,0,0,"Mor Dhona","Carteneau Flats: Borderland Ruins","",-1,0,"ec004",True,False,False,0
358,"",0,0,0,1,0,"default/00",100,0,0,"Abalathia's Spine","The Diadem","",-1,0,"a2fh_2",True,False,False,0
359,"",1,22,0,1,284,"o3d1/00",200,0,0,"La Noscea","The Sirensong Sea","",85,65534,"o3d1_re",True,False,False,0
360,"",9,4,1,1,285,"e3d4/01",200,70,33,"Hingashi","Kugane Castle","Ni-no-Maru",86,62,"e3d4",True,False,False,0
361,"",9,4,2,1,286,"e3d4/02",200,-277,-49,"Hingashi","Kugane Castle","Hon-maru",86,65472,"e3d4",True,False,False,0
362,"",8,8,1,1,266,"g3d3/01",200,-427,-314,"Gyr Abania","The Temple of the Fist","Dilemma",79,62,"g3d3",True,False,False,0
363,"",8,8,2,1,267,"g3d3/02",200,296,170,"Gyr Abania","The Temple of the Fist","Enlightenment",79,16320,"g3d3",True,False,False,0
364,"",9,3,1,1,268,"e1h1/01",200,0,0,"Hingashi","Shirogane","Shirogane",-1,0,"e1h1",True,False,False,0
365,"",9,3,2,1,269,"e1h1/02",200,704,704,"Hingashi","Shirogane","Shirogane Subdivision",-1,0,"e1h1",True,False,False,0
366,"",8,2,0,1,276,"g3t1/00",200,0,0,"Gyr Abania","Rhalgr's Reach","",-1,0,"g3t1",True,False,False,0
367,"",8,3,0,1,277,"g3f1/00",100,0,0,"Gyr Abania","The Fringes","",18,2147483646,"g3f1",False,False,False,0
368,"",8,4,0,1,278,"g3f2/00",100,0,0,"Gyr Abania","The Peaks","",19,4294967294,"g3f2",False,False,False,0
369,"",8,5,0,1,279,"g3f3/00",100,0,0,"Gyr Abania","The Lochs","",20,4294967294,"g3f3",False,False,False,0
370,"",9,2,0,1,280,"e3t1/00",200,0,0,"Hingashi","Kugane","",-1,0,"e3t1",True,False,False,0
371,"",11,2,0,1,281,"e3f1/00",100,0,0,"Othard","The Ruby Sea","",21,2147483646,"e3f1",False,False,False,0
372,"",11,4,0,1,283,"e3f3/00",100,0,0,"Othard","The Azim Steppe","",23,2147483646,"e3f3",False,False,False,0
373,"",8,7,1,1,274,"g3d2/01",200,292,-163,"Gyr Abania","Ala Mhigo","Mercantile District",80,62,"g3d2_re",True,False,False,0
374,"",8,7,2,1,275,"g3d2/02",200,-250,128,"Gyr Abania","Ala Mhigo","Royal Palace",80,16320,"g3d2_re",True,False,False,0
375,"",11,6,0,1,287,"e3d2/00",200,0,0,"Othard","Bardam's Mettle","",82,32766,"e3d2_re",True,False,False,0
376,"",0,0,0,1,295,"o3e1/00",400,0,0,"La Noscea","The <Emphasis>Misery</Emphasis>","",-1,0,"o3e1",True,True,False,0
377,"",0,0,0,1,302,"e3e1/00",400,0,0,"Hingashi","Ruby Bazaar Offices","",-1,0,"e3e1",True,True,False,0
378,"",0,0,0,1,297,"e3e5/00",400,0,0,"Othard","The House of the Fierce","",-1,0,"e3e5",True,True,False,0
379,"",0,0,0,1,298,"e3ea/00",400,-60,-46,"Othard","The Doman Enclave","",-1,0,"e3ea",True,True,False,0
380,"",0,0,0,1,388,"e3ti/00",800,0,0,"Hingashi","Bokairo Inn","",-1,0,"e3ti",True,False,False,0
381,"",0,0,0,1,0,"g3e1/00",400,0,0,"Gyr Abania","The First Altar of Djanan Qhat","",-1,0,"g3e1",True,True,False,0
382,"",0,0,0,1,0,"g3e3/00",400,0,0,"Gyr Abania","The Resonatorium","",-1,0,"ec007",True,False,False,0
383,"",0,0,0,1,296,"g3e4/00",200,410,142,"Gyr Abania","The Royal Menagerie","",-1,0,"g3e4",True,True,False,0
384,"The Next Ship to Sail",12,1,0,2,137,"world/01",100,0,0,"The Source","The Source","",-1,0,,True,False,True,0
385,"",8,1,0,3,271,"region/07",100,0,0,"Gyr Abania","Gyr Abania","",-1,0,,True,False,False,0
386,"",11,1,0,4,272,"region/08",100,0,0,"Othard","Othard","",-1,0,,True,False,False,0
387,"",9,1,0,4,273,"region/09",100,0,0,"Hingashi","Hingashi","",-1,0,,True,False,False,0
388,"",0,0,0,1,270,"e1i6/00",400,0,0,"Hingashi","Kobai Goten Apartment Lobby","",-1,0,"e1i6",True,True,False,0
389,"",0,0,0,1,292,"z3o1/00",200,0,0,"Gyr Abania","The Interdimensional Rift","",84,30,"z3o1",True,False,False,0
390,"",0,0,0,1,0,"z3o2/00",400,0,0,"Gyr Abania","Deltascape V1.0","",-1,0,"z3o2",True,False,False,0
391,"",0,0,0,1,0,"z3o3/00",400,0,0,"Gyr Abania","Deltascape V2.0","",-1,0,"z3o3",True,False,False,0
392,"",0,0,0,1,0,"z3o4/00",400,0,0,"Gyr Abania","Deltascape V3.0","",-1,0,"z3o4",True,False,False,0
393,"",0,0,0,1,0,"default/00",400,-256,-4,"Gyr Abania","Deltascape V3.0","",-1,0,"z3o4",True,False,False,0
394,"",0,0,0,1,0,"z3o5/00",400,0,0,"Gyr Abania","Deltascape V4.0","",-1,0,"z3o5",True,False,False,0
395,"",0,0,0,1,0,"default/00",100,0,0,"Gyr Abania","The Interdimensional Rift","",-1,0,"z3e1",True,True,False,0
396,"",11,7,0,1,288,"e3d3/00",200,0,0,"Othard","Doma Castle","",83,16382,"e3d3_re",True,False,False,0
397,"",8,6,0,1,290,"g3d1/00",200,72,-186,"Gyr Abania","Castrum Abania","",87,8190,"g3d1_re",True,False,False,0
398,"",0,0,0,1,0,"default/00",100,-1000,-1000,"Gyr Abania","The Interdimensional Rift","",-1,0,"z3e1",True,True,False,0
399,"",0,0,0,1,0,"g3fa/00",400,0,0,"Gyr Abania","Emanation","",-1,0,"g3fa",True,False,False,0
400,"",0,0,0,1,0,"e3fa/00",400,0,0,"Othard","The Blessed Treasury","",-1,0,"e3fa",True,False,False,0
401,"",0,0,0,1,0,"w1fa/00",400,0,0,"Thanalan","Bowl of Embers","",-1,0,"w1fa_2",True,False,False,0
402,"",0,0,0,1,0,"r1fa/01",400,0,0,"Coerthas","The Howling Eye","",-1,0,"r1fa_2",True,False,False,0
403,"",0,0,0,1,0,"s1fa/00",400,0,0,"La Noscea","The Navel","",-1,0,"s1fa_2",True,False,False,0
404,"",0,0,0,1,0,"d2fa/00",400,0,0,"Dravania","Thok ast Thok","",-1,0,"d2fa_2",True,False,False,0
405,"",0,0,0,1,0,"g3fb/01",400,0,0,"Gyr Abania","The Royal Airship Landing","",-1,0,"g3fb",True,False,False,0
