key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
2636,3,"Leatherworking","RecipeLevelTable#139","Dhalmelskin Vest",1,"Dhalmel Leather",2,"Ramie Cloth",2,"Ramie Thread",1,"Hardsilver Nugget",1,"",0,"",0,"Earth Crystal",5,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2637,3,"Leatherworking","RecipeLevelTable#115","Archaeoskin Gloves of Gathering",1,"Archaeornis Leather",2,"Rainbow Thread",1,"Mythrite Nugget",1,"",0,"",0,"",0,"Earth Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2638,3,"Leatherworking","RecipeLevelTable#136","Dhalmelskin Gloves",1,"Dhalmel Leather",2,"Wyvern Leather",1,"Ramie Thread",1,"",0,"",0,"",0,"Earth Crystal",4,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2639,3,"Leatherworking","RecipeLevelTable#133","",0,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2640,3,"Leatherworking","RecipeLevelTable#145","",0,"",0,"",0,"",0,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2641,3,"Leatherworking","RecipeLevelTable#125","Archaeoskin Breeches of Gathering",1,"Archaeornis Leather",3,"Rainbow Thread",1,"Mythrite Nugget",1,"",0,"",0,"",0,"Earth Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2642,3,"Leatherworking","RecipeLevelTable#133","Wyvernskin Culottes",1,"Wyvern Leather",3,"Holy Rainbow Cloth",1,"Rainbow Thread",1,"",0,"",0,"",0,"Earth Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2643,3,"Leatherworking","RecipeLevelTable#125","Archaeoskin Jackboots of Gathering",1,"Archaeornis Leather",2,"Rainbow Cloth",1,"Rainbow Thread",1,"Rubber",1,"",0,"",0,"Earth Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2644,3,"Leatherworking","RecipeLevelTable#130","Wyvernskin Workboots",1,"Wyvern Leather",2,"Holy Rainbow Cloth",1,"Rainbow Thread",1,"Rubber",1,"",0,"",0,"Earth Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2645,3,"Leatherworking","RecipeLevelTable#139","Dhalmelskin Fringe Boots",1,"Dhalmel Leather",2,"Wyvern Leather",1,"Ramie Thread",1,"Rubber",1,"",0,"",0,"Earth Crystal",5,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2646,3,"Leatherworking","RecipeLevelTable#133","Wyvernskin Choker",1,"Wyvern Leather",1,"Mythrite Ingot",1,"Rainbow Thread",1,"",0,"",0,"",0,"Earth Crystal",4,"Wind Crystal",3,"",0,"Gil",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2647,3,"Leatherworking","RecipeLevelTable#145","Dragonskin Choker",1,"Dragon Leather",1,"Hardsilver Ingot",1,"Ramie Thread",1,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,"",0,"Gil",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2648,3,"Leatherworking","RecipeLevelTable#130","Wyvernskin Wristbands",1,"Wyvern Leather",2,"Mythrite Ingot",1,"Jadeite",2,"",0,"",0,"",0,"Earth Crystal",4,"Wind Crystal",3,"",0,"Gil",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2649,3,"Leatherworking","RecipeLevelTable#145","Dragonskin Wristbands",1,"Dragon Leather",2,"Hardsilver Ingot",1,"Larimar",2,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",5,"",0,"Gil",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2650,3,"Leatherworking","RecipeLevelTable#130","Wyvernskin Ring",1,"Wyvern Leather",1,"Mythrite Ingot",1,"",0,"",0,"",0,"",0,"Earth Crystal",4,"Wind Crystal",3,"",0,"Gil",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2651,3,"Leatherworking","RecipeLevelTable#142","Dragonskin Ring",1,"Dragon Leather",1,"Hardsilver Ingot",1,"",0,"",0,"",0,"",0,"Earth Crystal",5,"Wind Crystal",4,"",0,"Gil",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2652,9,"Leatherworking","RecipeLevelTable#40","Highland Barding",1,"Blue Fox Hide",2,"Undyed Woolen Cloth",2,"Woolen Yarn",3,"Elm Lumber",1,"",0,"",0,"Earth Shard",5,"Wind Shard",4,"",0,"",50,"RecipeNotebookList#50",100,100,0,0,0,0,0,0,0,False,"",,0,0,False,"","",65535,0
2653,1,"Leatherworking","RecipeLevelTable#115","Archaeornis Leather",1,"Archaeornis Skin",3,"Coerthan Tea Leaves",1,"",0,"",0,"",0,"",0,"Earth Crystal",3,,0,"",0,"",0,"RecipeNotebookList#50",80,50,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2654,1,"Leatherworking","RecipeLevelTable#125","Wyvern Leather",1,"Wyvern Skin",3,"Coerthan Tea Leaves",1,"",0,"",0,"",0,"",0,"Earth Crystal",3,,0,"",0,"",0,"RecipeNotebookList#50",80,50,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2655,1,"Leatherworking","RecipeLevelTable#133","Dhalmel Leather",1,"Dhalmel Hide",3,"Dark Chestnut Log",1,"",0,"",0,"",0,"",0,"Earth Crystal",4,,0,"",0,"",0,"RecipeNotebookList#50",80,50,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2656,1,"Leatherworking","RecipeLevelTable#139","Dragon Leather",1,"Dragon Skin",3,"Dark Chestnut Log",1,"",0,"",0,"",0,"",0,"Earth Crystal",5,,0,"",0,"",0,"RecipeNotebookList#50",80,50,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2657,1,"Leatherworking","RecipeLevelTable#145","Amphiptere Leather",1,"Amphiptere Skin",3,"Dark Chestnut Log",1,"",0,"",0,"",0,"",0,"Earth Crystal",5,,0,"",0,"",0,"RecipeNotebookList#50",80,50,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2658,3,"Clothcraft","RecipeLevelTable#130","Holy Rainbow Shirt of Fending",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"Mythrite Nugget",1,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2659,3,"Clothcraft","RecipeLevelTable#125","Holy Rainbow Sarouel of Fending",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2660,3,"Clothcraft","RecipeLevelTable#130","Holy Rainbow Shirt of Maiming",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"Mythrite Nugget",1,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2661,3,"Clothcraft","RecipeLevelTable#125","Holy Rainbow Sarouel of Maiming",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2662,3,"Clothcraft","RecipeLevelTable#145","Chimerical Felt Cap of Striking",1,"Chimerical Felt",2,"Aurum Regis Nugget",1,"Titanium Ingot",1,"Grade 1 Strength Dissolvent",1,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2663,3,"Clothcraft","RecipeLevelTable#115","Rainbow Bolero of Striking",1,"Rainbow Cloth",3,"Archaeornis Leather",1,"Rainbow Thread",1,"Electrum Ingot",1,"Spinel",1,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2664,3,"Clothcraft","RecipeLevelTable#130","Holy Rainbow Shirt of Striking",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"Mythrite Nugget",1,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2665,3,"Clothcraft","RecipeLevelTable#148","Chimerical Felt Cyclas of Striking",1,"Chimerical Felt",3,"Titanium Ingot",1,"Crawler Silk",1,"Rose Gold Nugget",1,"Grade 1 Strength Dissolvent",2,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2666,3,"Clothcraft","RecipeLevelTable#115","Rainbow Culottes of Striking",1,"Rainbow Cloth",2,"Archaeornis Leather",2,"Rainbow Thread",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2667,3,"Clothcraft","RecipeLevelTable#125","Holy Rainbow Sarouel of Striking",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2668,3,"Clothcraft","RecipeLevelTable#136","Ramie Trousers of Striking",1,"Ramie Cloth",2,"Dhalmel Leather",2,"Ramie Thread",1,"",0,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2669,3,"Clothcraft","RecipeLevelTable#148","Chimerical Felt Hose of Striking",1,"Chimerical Felt",3,"Dragon Leather",1,"Crawler Silk",1,"Grade 1 Strength Dissolvent",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2670,3,"Clothcraft","RecipeLevelTable#115","Rainbow Cap of Aiming",1,"Rainbow Cloth",3,"Rainbow Thread",1,"",0,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2671,3,"Clothcraft","RecipeLevelTable#125","Holy Rainbow Hat of Aiming",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Mythrite Nugget",1,"Chocobo Feather",1,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2672,3,"Clothcraft","RecipeLevelTable#145","Chimerical Felt Cap of Aiming",1,"Chimerical Felt",2,"Aurum Regis Nugget",1,"Titanium Ingot",1,"Grade 1 Dexterity Dissolvent",1,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2673,3,"Clothcraft","RecipeLevelTable#115","Rainbow Robe of Aiming",1,"Rainbow Cloth",3,"Archaeornis Leather",1,"Rainbow Thread",1,"Electrum Ingot",1,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2674,3,"Clothcraft","RecipeLevelTable#130","Holy Rainbow Shirt of Aiming",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"Mythrite Nugget",1,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2675,3,"Clothcraft","RecipeLevelTable#142","Hallowed Ramie Doublet of Aiming",1,"Hallowed Ramie Cloth",3,"Dhalmel Leather",1,"Opal",1,"Grade 1 Dexterity Dissolvent",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2676,3,"Clothcraft","RecipeLevelTable#148","Chimerical Felt Cyclas of Aiming",1,"Chimerical Felt",3,"Titanium Ingot",1,"Crawler Silk",1,"Rose Gold Nugget",1,"Grade 1 Dexterity Dissolvent",2,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2677,3,"Clothcraft","RecipeLevelTable#115","",0,"",0,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2678,3,"Clothcraft","RecipeLevelTable#139","",0,"",0,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2679,3,"Clothcraft","RecipeLevelTable#115","Rainbow Slops of Aiming",1,"Rainbow Cloth",3,"Archaeornis Leather",1,"Rainbow Thread",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2680,3,"Clothcraft","RecipeLevelTable#125","Holy Rainbow Sarouel of Aiming",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2681,3,"Clothcraft","RecipeLevelTable#136","Ramie Trousers of Aiming",1,"Ramie Cloth",2,"Dhalmel Leather",2,"Ramie Thread",1,"",0,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2682,3,"Clothcraft","RecipeLevelTable#142","Hallowed Ramie Gaskins of Aiming",1,"Hallowed Ramie Cloth",3,"Dhalmel Leather",1,"Ramie Thread",1,"Grade 1 Dexterity Dissolvent",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2683,3,"Clothcraft","RecipeLevelTable#148","Chimerical Felt Hose of Aiming",1,"Chimerical Felt",3,"Dragon Leather",1,"Crawler Silk",1,"Grade 1 Dexterity Dissolvent",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2684,3,"Clothcraft","RecipeLevelTable#115","Rainbow Coif of Scouting",1,"Rainbow Cloth",2,"Mythrite Nugget",1,"Rainbow Thread",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2685,3,"Clothcraft","RecipeLevelTable#125","Holy Rainbow Scarf of Scouting",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"",0,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2686,3,"Clothcraft","RecipeLevelTable#145","Chimerical Felt Cap of Scouting",1,"Chimerical Felt",2,"Aurum Regis Nugget",1,"Titanium Ingot",1,"Grade 1 Dexterity Dissolvent",1,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2687,3,"Clothcraft","RecipeLevelTable#115","Rainbow Shirt of Scouting",1,"Rainbow Cloth",3,"Archaeornis Leather",1,"Rainbow Thread",1,"Electrum Ingot",1,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2688,3,"Clothcraft","RecipeLevelTable#130","Holy Rainbow Shirt of Scouting",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"Mythrite Nugget",1,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2689,3,"Clothcraft","RecipeLevelTable#148","Chimerical Felt Cyclas of Scouting",1,"Chimerical Felt",3,"Titanium Ingot",1,"Crawler Silk",1,"Rose Gold Nugget",1,"Grade 1 Dexterity Dissolvent",2,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2690,3,"Clothcraft","RecipeLevelTable#115","Rainbow Halfgloves of Scouting",1,"Rainbow Cloth",2,"Rainbow Thread",1,"",0,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2691,3,"Clothcraft","RecipeLevelTable#115","",0,"",0,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2692,3,"Clothcraft","RecipeLevelTable#115","Rainbow Sarouel of Scouting",1,"Rainbow Cloth",3,"Archaeornis Leather",1,"Rainbow Thread",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2693,3,"Clothcraft","RecipeLevelTable#125","Holy Rainbow Sarouel of Scouting",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2694,3,"Clothcraft","RecipeLevelTable#136","Ramie Trousers of Scouting",1,"Ramie Cloth",2,"Dhalmel Leather",2,"Ramie Thread",1,"",0,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2695,3,"Clothcraft","RecipeLevelTable#148","Chimerical Felt Hose of Scouting",1,"Chimerical Felt",3,"Dragon Leather",1,"Crawler Silk",1,"Grade 1 Dexterity Dissolvent",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2696,3,"Clothcraft","RecipeLevelTable#115","Rainbow Cap of Healing",1,"Rainbow Cloth",3,"Rainbow Thread",1,"",0,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2697,3,"Clothcraft","RecipeLevelTable#133","Holy Rainbow Hat of Healing",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Mythrite Nugget",1,"",0,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2698,3,"Clothcraft","RecipeLevelTable#145","Chimerical Felt Klobuk of Healing",1,"Chimerical Felt",2,"Hallowed Chestnut Lumber",1,"Crawler Silk",1,"Grade 1 Mind Dissolvent",1,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2699,3,"Clothcraft","RecipeLevelTable#115","Rainbow Robe of Healing",1,"Rainbow Cloth",3,"Archaeornis Leather",1,"Rainbow Thread",1,"Electrum Ingot",1,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2700,3,"Clothcraft","RecipeLevelTable#130","Holy Rainbow Shirt of Healing",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"Mythrite Nugget",1,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2701,3,"Clothcraft","RecipeLevelTable#136","Ramie Robe of Healing",1,"Ramie Cloth",3,"Dhalmel Leather",1,"Ramie Thread",1,"Rose Gold Nugget",1,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2702,3,"Clothcraft","RecipeLevelTable#142","Hallowed Ramie Doublet of Healing",1,"Hallowed Ramie Cloth",3,"Dhalmel Leather",1,"Opal",1,"Grade 1 Mind Dissolvent",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2703,3,"Clothcraft","RecipeLevelTable#148","Chimerical Felt Alb of Healing",1,"Chimerical Felt",3,"Crawler Silk",2,"Carnelian",1,"Grade 1 Mind Dissolvent",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2704,3,"Clothcraft","RecipeLevelTable#133","Ramie Halfgloves of Healing",1,"Ramie Cloth",2,"Dhalmel Leather",1,"Ramie Thread",1,"",0,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2705,3,"Clothcraft","RecipeLevelTable#145","Chimerical Felt Gloves of Healing",1,"Chimerical Felt",2,"Dragon Leather",1,"Crawler Silk",1,"Grade 1 Mind Dissolvent",1,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2706,3,"Clothcraft","RecipeLevelTable#115","",0,"",0,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2707,3,"Clothcraft","RecipeLevelTable#139","",0,"",0,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2708,3,"Clothcraft","RecipeLevelTable#145","",0,"",0,"",0,"",0,"",0,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",5,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2709,3,"Clothcraft","RecipeLevelTable#115","Rainbow Slops of Healing",1,"Rainbow Cloth",3,"Archaeornis Leather",1,"Rainbow Thread",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",2,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2710,3,"Clothcraft","RecipeLevelTable#125","Holy Rainbow Sarouel of Healing",1,"Holy Rainbow Cloth",3,"Rainbow Thread",1,"Wyvern Leather",1,"",0,"",0,"",0,"Lightning Crystal",3,"Wind Crystal",3,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2711,3,"Clothcraft","RecipeLevelTable#136","Ramie Tonban of Healing",1,"Ramie Cloth",3,"Dhalmel Leather",1,"Ramie Thread",1,"",0,"",0,"",0,"Lightning Crystal",4,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
2712,3,"Clothcraft","RecipeLevelTable#142","Hallowed Ramie Gaskins of Healing",1,"Hallowed Ramie Cloth",3,"Dhalmel Leather",1,"Ramie Thread",1,"Grade 1 Mind Dissolvent",2,"",0,"",0,"Lightning Crystal",5,"Wind Crystal",4,"",0,"",50,"RecipeNotebookList#100",100,100,0,0,0,0,0,0,0,True,"Master Carpenter I",,0,0,False,"","",65535,0
